application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
Portfolio,94227,2017,225,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,138819,1927,1769,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,285171,39674,4,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
Social Media,29105,341,1202,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
News Portal,480527,5655,2,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Banking,259,259,1974,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,137330,7608,3765,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,163343,74,311,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,260569,90,126,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,8430,610,230,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,95012,2604,779,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,920,411,1062,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,22409,9,17,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Banking,3309,43,14,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,21222,17855,46,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,39495,225,73,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,3022,138,20,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,1086,173,36,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
ERP,2478,159,4777,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
News Portal,36068,4060,216,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,39903,3768,99,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,66066,3696,89,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
ERP,538,538,66,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,120866,2972,2,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,43583,537,6,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,254,29,511,europe-west,1,2,GCP,e2-small,0.017,Low,12.24
Portfolio,2763,1400,1551,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,7707,749,91,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Healthcare,3360,131,3009,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,501,501,6,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,1013,885,2,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,242,8,150,europe-west,1,2,Azure,B2s,0.05,Low,36.0
ERP,414,3,9,europe-west,1,2,GCP,e2-small,0.017,Medium,12.24
Social Media,1607,94,16,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,122247,564,78,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,12317,816,9,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,5539,12,5,us-east,2,4,Azure,B2s,0.05,High,36.0
News Portal,35565,161,3,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,13837,361,83,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
ERP,560,108,2563,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,1142,136,552,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,1141,79,211,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
E-Commerce,21859,59,4,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,7406,29,242,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,4150,4150,269,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Social Media,15576,8,4,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
News Portal,395754,14054,503,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
ERP,2337,156,114,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,11712,5333,4722,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
Social Media,8576,15,6,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,54468,11692,5,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,60606,6578,379,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,60030,1582,237,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
E-Commerce,968,8,17,europe-west,1,2,GCP,e2-small,0.017,Medium,12.24
Streaming,6715,7,170,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,114118,523,4398,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,3958,57,8,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,442048,41336,242,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,3472,423,5,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,9819,399,981,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,8193,7,113,asia-south,1,2,AWS,t3.small,0.0208,Medium,14.98
Blog,5951,288,7,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
E-Commerce,149429,1638,21,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
News Portal,674,44,1084,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Streaming,16979,90,56,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,25293,16,3450,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,156109,11552,103,us-east,8,16,Azure,F4s_v2,0.169,Low,121.68
Healthcare,23499,46,127,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,365697,8310,8,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,183909,3794,2050,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Blog,3062,174,711,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Streaming,167086,10,5,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,361310,8789,7,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
Streaming,1496,56,120,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,23686,129,885,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
ERP,1814,55,662,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
E-Commerce,32227,879,4,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,416,55,443,us-east,2,4,Azure,B2s,0.05,Low,36.0
Social Media,62482,27,4011,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,5340,989,226,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,19800,12,152,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,245,18,275,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
Streaming,46142,4742,143,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,9691,1614,11,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,26644,760,159,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
E-Commerce,2364,164,617,us-east,2,4,Azure,B2s,0.05,Low,36.0
Healthcare,626,626,200,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
News Portal,6034,6034,83,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,322563,117,434,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
CRM,1189,115,1665,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Streaming,39581,55,2,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,295,46,2002,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Healthcare,55092,3111,119,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
ERP,1292,96,46,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Portfolio,6843,692,499,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,3553,10,4730,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,484,34,20,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,2987,537,1018,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,3096,49,2338,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Blog,11888,235,10,us-east,2,4,Azure,B2s,0.05,Low,36.0
Streaming,402738,203,1844,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,7909,7909,2887,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,255974,14088,221,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
Social Media,7402,252,9,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Social Media,464,464,4,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,1211,223,223,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,4850,4850,9,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Portfolio,2550,108,9,us-east,1,2,GCP,e2-small,0.017,Medium,12.24
Portfolio,175011,3700,99,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,40460,17450,41,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,18454,86,16,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,9337,15,523,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
ERP,4476,171,63,europe-west,2,4,Azure,B2s,0.05,Low,36.0
News Portal,24056,14619,123,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,530,38,6,us-east,1,2,GCP,e2-small,0.017,Medium,12.24
Streaming,713,713,2054,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,2143,78,3,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
News Portal,763,763,1108,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,39973,22,6,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
Healthcare,243,30,375,us-east,1,2,GCP,e2-small,0.017,Low,12.24
News Portal,700,73,3,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
News Portal,233366,369,2,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,490481,50272,9,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
E-Commerce,9075,1441,211,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,9644,1720,3,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,84917,4624,19,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
Streaming,265,14,3026,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Banking,5650,28,176,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,437,75,40,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
Blog,4606,4606,3,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,440552,44984,3,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
ERP,72750,9006,168,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
Streaming,444792,49540,4892,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
CRM,68558,3669,6,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,23300,11,12,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
Banking,73085,8751,3802,us-east,16,32,Azure,F4s_v2,0.169,High,121.68
Blog,34720,7058,3724,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,7549,160,125,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,1973,1973,166,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,11710,9696,254,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
ERP,1511,7,5,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,9010,9010,28,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
Portfolio,627,15,2,asia-south,1,2,Azure,B2s,0.05,High,36.0
CRM,16680,823,19,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,1363,1363,73,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,1989,1312,3,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,9924,587,25,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Healthcare,713,103,16,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
E-Commerce,372511,17323,2044,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Portfolio,6603,177,4,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,3148,222,22,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,251,13,1797,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Social Media,146676,62,117,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,26766,978,16,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,5199,387,478,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,1366,5,73,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
Healthcare,68071,4202,2,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,326359,4785,143,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
CRM,3935,523,3,europe-west,2,4,Azure,B2s,0.05,Low,36.0
Social Media,575,49,5,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,470,17,575,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Portfolio,210,210,533,us-east,1,2,Azure,B2s,0.05,Medium,36.0
Social Media,67444,275,42,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,432268,11223,12,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
ERP,472678,7,3,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
CRM,92403,85,636,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,711,392,466,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,419979,23005,784,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
News Portal,2600,338,5,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Portfolio,2721,194,3,us-east,1,2,Azure,B2s,0.05,Medium,36.0
News Portal,43307,2798,10,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,294,294,1019,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
News Portal,127922,12243,7,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Banking,489538,73,224,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,86034,54,303,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,90598,7666,896,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,4239,224,2,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
News Portal,335,13,279,europe-west,2,4,Azure,B2s,0.05,High,36.0
Banking,98734,7052,2774,us-east,16,32,Azure,F4s_v2,0.169,High,121.68
Portfolio,21386,871,71,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Social Media,245985,40603,682,asia-south,16,32,GCP,n2-standard-8,0.388,Low,279.36
Social Media,496,8,42,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
News Portal,2177,273,6,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
Streaming,3361,113,30,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,41954,2116,460,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,95004,4369,4,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,368570,26,59,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,2017,1621,3,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,9514,543,1872,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,251,16,2281,europe-west,1,2,GCP,e2-small,0.017,Medium,12.24
Blog,1448,42,56,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,3731,235,37,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Banking,20833,263,1124,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,7960,1021,1893,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,3463,111,281,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Social Media,26400,1181,2079,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
News Portal,130803,11214,108,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Banking,1325,153,6,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,2925,1792,4842,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Portfolio,49696,97,2201,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,87988,5568,1169,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
Portfolio,127550,17,2262,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,1029,1029,2,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,13596,81,4803,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,228672,17768,60,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,4294,97,3,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,5778,503,315,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,444017,43,4,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,484,56,19,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Blog,49960,814,25,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,154848,7499,2097,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Streaming,651,287,410,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,53543,3356,3734,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Streaming,7892,91,2,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,158162,9890,1447,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,242381,266,8,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,184366,5358,24,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
ERP,331,28,1609,asia-south,2,4,Azure,B2s,0.05,Low,36.0
ERP,74607,4292,3,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
ERP,270599,1367,4666,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
ERP,25843,2797,310,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
News Portal,22018,2371,83,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,284,284,4149,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
ERP,162098,11659,242,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,288,91,13,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
ERP,2324,18,325,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,279935,7,4,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Blog,337448,153,2334,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,469298,54266,316,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
Blog,8314,1039,315,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Banking,802,12,69,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,9100,7,1153,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Healthcare,445,445,809,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,184440,23523,186,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,16058,1081,94,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,4737,318,56,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
News Portal,373,50,1657,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,4764,10,2911,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,175508,2872,408,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
ERP,49109,25,4329,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Healthcare,381,381,3682,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,699,699,212,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Healthcare,4306,343,89,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,442,34,118,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,298432,9718,54,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
CRM,32921,3451,1361,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Streaming,420,50,516,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Blog,95236,6085,213,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
CRM,3572,170,1132,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,1359,24,221,us-east,1,2,AWS,t3.small,0.0208,Low,14.98
Healthcare,17290,10163,2467,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,222,68,2,asia-south,1,2,AWS,t3.small,0.0208,Medium,14.98
Blog,7628,570,138,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Blog,147309,17545,784,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
CRM,284783,40122,1343,europe-west,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Blog,2917,103,78,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Banking,30478,576,17,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,1180,57,11,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,16018,70,37,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,1459,240,2538,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
CRM,17477,1088,147,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,767,72,596,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,315705,29,57,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,206406,19003,479,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
Healthcare,2792,263,3977,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,87113,18,183,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,422,1,3569,us-east,2,4,GCP,e2-medium,0.033,High,23.76
ERP,65574,8,1225,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
News Portal,1823,126,13,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,578,38,12,asia-south,2,4,GCP,e2-medium,0.033,High,23.76
Social Media,40317,1279,1987,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
News Portal,7896,696,14,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Banking,12659,3844,12,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,11742,720,41,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,318,23,392,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Portfolio,299,10,19,us-east,1,2,AWS,t3.small,0.0208,High,14.98
Banking,22068,1551,578,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,26356,9,8,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,289,289,2531,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Streaming,3863,169,14,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,24180,944,14,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,34072,6,19,us-east,2,4,Azure,B2s,0.05,Medium,36.0
E-Commerce,130455,45,1520,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,5378,154,4,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,14587,14587,56,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,18490,330,952,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Streaming,2298,2298,3,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,305,305,120,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Blog,207,207,2,europe-west,1,2,AWS,t3.small,0.0208,Medium,14.98
Social Media,138718,3384,119,asia-south,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Social Media,958,19,860,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,27708,2778,420,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Portfolio,18273,200,3,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,4560,1684,9,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Streaming,135891,1960,5,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,47223,8,52,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,239,1,132,europe-west,1,2,AWS,t3.small,0.0208,Medium,14.98
Blog,87134,7516,22,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Healthcare,10563,60,368,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
CRM,3021,12,3,us-east,1,2,AWS,t3.small,0.0208,Medium,14.98
E-Commerce,59012,1444,5,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,42879,3066,4,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,2272,2272,209,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
ERP,437862,607,3,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,32011,18697,14,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
Streaming,22879,2791,4486,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
News Portal,346,35,21,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,1779,301,14,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Healthcare,6604,9,152,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
Social Media,27788,2063,2,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
ERP,11050,707,6,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Social Media,78302,3071,1125,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
CRM,1560,29,12,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
E-Commerce,48631,3507,6,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
News Portal,119063,76,4,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,79547,8535,66,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
News Portal,83238,4078,2305,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,208989,195,16,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Healthcare,386,9,130,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,46778,100,787,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
Banking,391328,45547,4,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
