application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
ERP,70646,2126,371,us-east,4,8,AWS,m5.xlarge,0.1864,High,134.21
Streaming,489387,2864,1641,asia-south,16,32,GCP,n2-standard-8,0.3891,High,280.15
Healthcare,30520,898,470,us-east,4,8,Azure,D4s_v3,0.1965,Medium,141.48
ERP,142606,1105,137,us-east,8,16,GCP,n2-standard-8,0.3888,High,279.94
Banking,82094,3245,445,us-west,4,8,AWS,m5.xlarge,0.1892,High,136.22
Blog,2011,85,7,us-west,1,2,AWS,t3.small,0.0208,Low,14.98
CRM,22046,1264,187,asia-south,2,4,AWS,t3.medium,0.0425,Medium,30.6
Portfolio,1798,28,1,asia-south,1,2,GCP,e2-small,0.0168,Low,12.1
Streaming,174596,18134,3739,asia-south,8,16,Azure,F4s_v2,0.1667,High,120.02
Healthcare,11076,2327,455,us-west,2,4,AWS,t3.medium,0.0427,Medium,30.74
Blog,2610,129,6,us-west,1,2,GCP,e2-small,0.0172,Low,12.38
Portfolio,495,8,9,us-east,1,2,GCP,e2-small,0.017,Low,12.24
ERP,104718,2099,303,us-east,8,16,AWS,c5.2xlarge,0.3499,High,251.93
News Portal,28168,423,148,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Banking,29052,3124,863,us-west,2,4,Azure,B2s,0.0486,Medium,34.99
Blog,3375,75,21,us-west,2,4,AWS,t3.medium,0.0414,Low,29.81
Streaming,236539,3705,4020,asia-south,8,16,GCP,n2-standard-8,0.3973,High,286.06
Social Media,116156,15294,2843,us-east,8,16,GCP,n2-standard-8,0.3939,High,283.61
Banking,174201,4475,534,us-west,8,16,AWS,c5.2xlarge,0.3365,High,242.28
Social Media,357720,5672,1363,asia-south,16,32,Azure,F4s_v2,0.1708,High,122.98
CRM,43063,1735,296,us-west,4,8,AWS,m5.xlarge,0.1879,Medium,135.29
Blog,4466,97,40,us-east,2,4,GCP,e2-medium,0.0328,Low,23.62
Social Media,254582,7359,1903,asia-south,16,32,Azure,F4s_v2,0.1647,High,118.58
ERP,135013,2753,477,us-east,8,16,AWS,c5.2xlarge,0.3371,High,242.71
Social Media,91562,14351,688,us-west,4,8,Azure,D4s_v3,0.192,High,138.24
ERP,108121,1008,127,us-west,8,16,GCP,n2-standard-8,0.3848,High,277.06
Streaming,286733,2591,889,us-west,16,32,GCP,n2-standard-8,0.3819,High,274.97
Streaming,345940,4124,2870,us-east,16,32,GCP,n2-standard-8,0.3825,High,275.4
News Portal,52652,329,165,us-east,4,8,AWS,m5.xlarge,0.1899,High,136.73
News Portal,48411,3500,196,asia-south,4,8,GCP,n2-standard-4,0.1906,Medium,137.23
Healthcare,86852,2545,292,us-west,4,8,GCP,n2-standard-4,0.1892,High,136.22
CRM,77443,1514,204,asia-south,4,8,Azure,D4s_v3,0.196,High,141.12
News Portal,124590,934,183,us-east,8,16,GCP,n2-standard-8,0.3987,High,287.06
E-Commerce,75158,3199,346,asia-south,4,8,GCP,n2-standard-4,0.1979,High,142.49
News Portal,70064,1403,134,asia-south,4,8,GCP,n2-standard-4,0.1885,High,135.72
Blog,5323,25,37,us-west,2,4,AWS,t3.medium,0.0414,Medium,29.81
CRM,79643,1467,252,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,55907,1279,155,asia-south,4,8,AWS,m5.xlarge,0.1872,High,134.78
ERP,87183,1078,497,us-east,4,8,Azure,D4s_v3,0.1893,High,136.3
Healthcare,57980,2509,386,asia-south,4,8,GCP,n2-standard-4,0.1921,High,138.31
Portfolio,935,44,1,us-west,1,2,AWS,t3.small,0.0213,Low,15.34
Banking,50632,3760,755,us-east,4,8,Azure,D4s_v3,0.1868,High,134.5
Banking,119498,750,757,asia-south,8,16,AWS,c5.2xlarge,0.3329,High,239.69
E-Commerce,33299,2735,337,us-west,4,8,AWS,m5.xlarge,0.196,Medium,141.12
ERP,146313,2985,212,asia-south,8,16,AWS,c5.2xlarge,0.3328,High,239.62
News Portal,99844,2198,183,us-east,4,8,Azure,D4s_v3,0.1896,High,136.51
Social Media,416892,1573,1666,us-east,16,32,Azure,F4s_v2,0.1655,High,119.16
Portfolio,1937,27,7,asia-south,1,2,GCP,e2-small,0.0166,Low,11.95
Blog,2834,197,41,asia-south,1,2,GCP,e2-small,0.0169,Low,12.17
Healthcare,49740,322,381,us-west,4,8,AWS,m5.xlarge,0.1948,Medium,140.26
E-Commerce,58245,3138,328,us-west,4,8,Azure,D4s_v3,0.1898,High,136.66
E-Commerce,61904,2379,97,asia-south,4,8,Azure,D4s_v3,0.1903,High,137.02
Social Media,220505,19773,2049,us-east,8,16,Azure,F4s_v2,0.1699,High,122.33
Healthcare,87621,498,210,us-west,4,8,AWS,m5.xlarge,0.1969,High,141.77
Social Media,272669,14957,902,asia-south,16,32,GCP,n2-standard-8,0.3878,High,279.22
E-Commerce,29941,4529,210,asia-south,2,4,GCP,e2-medium,0.0326,Medium,23.47
Streaming,443437,5938,2563,asia-south,16,32,GCP,n2-standard-8,0.3832,High,275.9
ERP,80004,2132,377,us-east,4,8,AWS,m5.xlarge,0.1904,High,137.09
ERP,91459,2584,239,us-west,4,8,GCP,n2-standard-4,0.1895,High,136.44
Portfolio,1850,6,3,us-west,1,2,AWS,t3.small,0.0203,Low,14.62
ERP,10256,526,441,asia-south,2,4,AWS,t3.medium,0.041,Medium,29.52
Social Media,247671,13801,2094,us-west,8,16,Azure,F4s_v2,0.1691,High,121.75
Portfolio,339,29,9,us-east,1,2,Azure,B2s,0.0502,Low,36.14
Blog,1830,191,17,us-west,1,2,AWS,t3.small,0.0213,Low,15.34
News Portal,92776,408,62,asia-south,4,8,GCP,n2-standard-4,0.1931,High,139.03
Blog,6647,155,8,us-west,2,4,GCP,e2-medium,0.0338,Medium,24.34
CRM,15499,800,211,us-west,2,4,GCP,e2-medium,0.0333,Medium,23.98
Blog,5765,33,34,asia-south,2,4,AWS,t3.medium,0.0421,Medium,30.31
E-Commerce,87514,4474,150,us-west,4,8,GCP,n2-standard-4,0.1883,High,135.58
News Portal,121212,3568,86,us-west,8,16,Azure,F4s_v2,0.1696,High,122.11
Streaming,165611,11168,2712,us-east,8,16,GCP,n2-standard-8,0.3896,High,280.51
Banking,125513,4126,713,us-west,8,16,GCP,n2-standard-8,0.3861,High,277.99
Healthcare,26274,438,465,us-west,2,4,AWS,t3.medium,0.041,Medium,29.52
Banking,46629,3803,881,us-east,4,8,GCP,n2-standard-4,0.1966,Medium,141.55
Healthcare,93000,732,405,us-east,4,8,AWS,m5.xlarge,0.1925,High,138.6
Streaming,60203,5016,4531,us-west,4,8,GCP,n2-standard-4,0.1903,High,137.02
Banking,110787,890,264,asia-south,8,16,GCP,n2-standard-8,0.3791,High,272.95
News Portal,22509,2358,55,asia-south,2,4,Azure,B2s,0.0493,Medium,35.5
Social Media,373701,18482,1576,asia-south,16,32,AWS,c5.2xlarge,0.3355,High,241.56
ERP,62019,1330,332,us-west,4,8,AWS,m5.xlarge,0.1873,High,134.86
Blog,2673,100,27,asia-south,1,2,Azure,B2s,0.0508,Low,36.58
E-Commerce,31557,3024,255,us-east,4,8,GCP,n2-standard-4,0.1895,Medium,136.44
Banking,152786,1148,575,us-east,8,16,GCP,n2-standard-8,0.3812,High,274.46
ERP,53063,916,140,asia-south,4,8,GCP,n2-standard-4,0.1956,High,140.83
E-Commerce,5060,3311,107,asia-south,2,4,AWS,t3.medium,0.0412,Medium,29.66
Healthcare,36191,2302,442,us-west,4,8,GCP,n2-standard-4,0.1937,Medium,139.46
E-Commerce,66306,4261,329,us-east,4,8,AWS,m5.xlarge,0.1951,High,140.47
Streaming,247122,5973,2059,asia-south,8,16,GCP,n2-standard-8,0.3994,High,287.57
Banking,29486,4966,403,us-east,2,4,AWS,t3.medium,0.0405,Medium,29.16
CRM,11446,1686,296,us-east,2,4,GCP,e2-medium,0.0333,Medium,23.98
News Portal,89678,591,86,us-west,4,8,Azure,D4s_v3,0.1959,High,141.05
Healthcare,43537,2290,122,us-east,4,8,AWS,m5.xlarge,0.1924,Medium,138.53
Blog,7564,90,23,asia-south,2,4,Azure,B2s,0.0498,Medium,35.86
ERP,128420,1339,449,us-west,8,16,GCP,n2-standard-8,0.3835,High,276.12
Blog,7026,140,39,us-east,2,4,GCP,e2-medium,0.0335,Medium,24.12
E-Commerce,65713,4293,391,us-west,4,8,AWS,m5.xlarge,0.1952,High,140.54
E-Commerce,29464,815,57,asia-south,2,4,AWS,t3.medium,0.0406,Medium,29.23
E-Commerce,88763,955,499,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
News Portal,145573,1694,76,us-west,8,16,Azure,F4s_v2,0.1701,High,122.47
ERP,78445,2627,314,us-east,4,8,GCP,n2-standard-4,0.1911,High,137.59
News Portal,148163,2986,175,asia-south,8,16,Azure,F4s_v2,0.1737,High,125.06
News Portal,119800,2115,159,asia-south,8,16,GCP,n2-standard-8,0.3797,High,273.38
ERP,73708,970,363,asia-south,4,8,GCP,n2-standard-4,0.1984,High,142.85
Social Media,377318,11434,2172,asia-south,16,32,Azure,F4s_v2,0.1716,High,123.55
Streaming,170013,16733,687,asia-south,8,16,Azure,F4s_v2,0.1672,High,120.38
News Portal,147763,3711,153,us-west,8,16,AWS,c5.2xlarge,0.3423,High,246.46
Blog,7931,142,49,us-west,2,4,AWS,t3.medium,0.041,Medium,29.52
Healthcare,70072,1166,307,us-west,4,8,AWS,m5.xlarge,0.1908,High,137.38
E-Commerce,7026,3190,441,us-east,2,4,AWS,t3.medium,0.0407,Medium,29.3
Healthcare,75860,788,143,us-west,4,8,GCP,n2-standard-4,0.1979,High,142.49
E-Commerce,28651,2034,372,us-west,2,4,AWS,t3.medium,0.0409,Medium,29.45
Streaming,403308,7217,1206,us-west,16,32,Azure,F4s_v2,0.1694,High,121.97
Streaming,57776,12978,4916,asia-south,4,8,AWS,m5.xlarge,0.1918,High,138.1
Blog,4840,123,41,us-east,2,4,Azure,B2s,0.0491,Low,35.35
Blog,9066,186,16,us-east,2,4,Azure,B2s,0.0507,Medium,36.5
News Portal,41370,2881,195,us-west,4,8,GCP,n2-standard-4,0.1896,Medium,136.51
Banking,165758,823,670,us-west,8,16,Azure,F4s_v2,0.1669,High,120.17
Social Media,425049,9798,1463,us-west,16,32,AWS,c5.2xlarge,0.3464,High,249.41
News Portal,147044,2565,189,us-east,8,16,AWS,c5.2xlarge,0.331,High,238.32
Portfolio,424,13,1,asia-south,1,2,AWS,t3.small,0.0212,Low,15.26
Streaming,468583,3111,2382,us-east,16,32,GCP,n2-standard-8,0.3797,High,273.38
Social Media,247095,9217,2578,us-east,8,16,Azure,F4s_v2,0.1689,High,121.61
CRM,22037,810,275,us-west,2,4,AWS,t3.medium,0.0409,Medium,29.45
Streaming,493618,18783,1040,us-west,16,32,AWS,c5.2xlarge,0.3349,High,241.13
Blog,5145,108,33,us-west,2,4,GCP,e2-medium,0.0329,Medium,23.69
Social Media,286094,16003,646,us-east,16,32,Azure,F4s_v2,0.1646,High,118.51
Banking,34029,3424,283,us-west,4,8,AWS,m5.xlarge,0.1876,Medium,135.07
Social Media,230582,15666,2099,us-east,8,16,Azure,F4s_v2,0.1716,High,123.55
ERP,58958,607,415,us-west,4,8,AWS,m5.xlarge,0.1975,High,142.2
CRM,54866,1797,69,asia-south,4,8,Azure,D4s_v3,0.1971,High,141.91
News Portal,21641,3979,176,us-east,2,4,GCP,e2-medium,0.0329,Medium,23.69
Social Media,278196,13598,2719,us-east,16,32,Azure,F4s_v2,0.164,High,118.08
News Portal,119416,4343,177,us-west,8,16,GCP,n2-standard-8,0.3847,High,276.98
E-Commerce,21972,2822,314,us-east,2,4,GCP,e2-medium,0.0326,Medium,23.47
ERP,139474,656,429,us-east,8,16,GCP,n2-standard-8,0.3851,High,277.27
Streaming,407335,19183,505,us-east,16,32,Azure,F4s_v2,0.1673,High,120.46
E-Commerce,94435,2145,238,asia-south,4,8,Azure,D4s_v3,0.1957,High,140.9
CRM,8918,1558,279,us-east,2,4,AWS,t3.medium,0.0407,Medium,29.3
Streaming,446134,14784,3620,asia-south,16,32,Azure,F4s_v2,0.1646,High,118.51
News Portal,91999,3940,195,asia-south,4,8,AWS,m5.xlarge,0.1875,High,135.0
Portfolio,1478,12,3,asia-south,1,2,GCP,e2-small,0.0173,Low,12.46
Social Media,112226,12227,2034,us-east,8,16,Azure,F4s_v2,0.1659,High,119.45
CRM,28927,1272,150,us-west,2,4,AWS,t3.medium,0.0418,Medium,30.1
News Portal,108302,1806,85,us-east,8,16,Azure,F4s_v2,0.1701,High,122.47
News Portal,82113,1721,113,us-west,4,8,AWS,m5.xlarge,0.1876,High,135.07
E-Commerce,94591,4563,428,us-west,4,8,AWS,m5.xlarge,0.1921,High,138.31
CRM,56299,1900,271,asia-south,4,8,GCP,n2-standard-4,0.1962,High,141.26
ERP,37027,1893,307,us-east,4,8,AWS,m5.xlarge,0.1906,Medium,137.23
CRM,15434,1601,224,us-east,2,4,GCP,e2-medium,0.0333,Medium,23.98
Streaming,147833,19466,3267,us-east,8,16,GCP,n2-standard-8,0.3867,High,278.42
Banking,56635,3312,498,us-west,4,8,AWS,m5.xlarge,0.191,High,137.52
News Portal,50051,3506,200,us-west,4,8,Azure,D4s_v3,0.197,High,141.84
ERP,100000,2669,411,asia-south,8,16,AWS,c5.2xlarge,0.3458,High,248.98
Streaming,103593,9325,4632,asia-south,8,16,GCP,n2-standard-8,0.3813,High,274.54
Social Media,392567,13819,2012,asia-south,16,32,GCP,n2-standard-8,0.3995,High,287.64
Portfolio,1422,36,9,asia-south,1,2,GCP,e2-small,0.0168,Low,12.1
Healthcare,78227,1528,108,us-west,4,8,AWS,m5.xlarge,0.1888,High,135.94
Streaming,446355,17983,2853,us-east,16,32,GCP,n2-standard-8,0.3836,High,276.19
CRM,34387,215,99,asia-south,4,8,Azure,D4s_v3,0.1869,Medium,134.57
News Portal,36451,4396,197,us-west,4,8,Azure,D4s_v3,0.1958,Medium,140.98
Blog,8384,173,35,us-east,2,4,AWS,t3.medium,0.0425,Medium,30.6
Portfolio,507,38,6,asia-south,1,2,Azure,B2s,0.0501,Low,36.07
ERP,80551,654,144,asia-south,4,8,Azure,D4s_v3,0.1882,High,135.5
Streaming,160197,14927,3019,us-east,8,16,AWS,c5.2xlarge,0.3437,High,247.46
Streaming,203957,16866,1380,asia-south,8,16,Azure,F4s_v2,0.1672,High,120.38
Streaming,156061,5513,2274,asia-south,8,16,AWS,c5.2xlarge,0.3345,High,240.84
E-Commerce,52986,1956,468,asia-south,4,8,Azure,D4s_v3,0.1897,High,136.58
Banking,147501,1297,343,us-west,8,16,GCP,n2-standard-8,0.3964,High,285.41
Healthcare,63632,1499,123,us-west,4,8,GCP,n2-standard-4,0.1955,High,140.76
News Portal,74665,1426,77,us-west,4,8,AWS,m5.xlarge,0.1929,High,138.89
Blog,1076,110,16,us-west,1,2,AWS,t3.small,0.0207,Low,14.9
Healthcare,85703,2367,162,us-east,4,8,GCP,n2-standard-4,0.1904,High,137.09
News Portal,142290,4073,193,asia-south,8,16,Azure,F4s_v2,0.1652,High,118.94
News Portal,39507,4115,51,asia-south,4,8,GCP,n2-standard-4,0.1936,Medium,139.39
Streaming,118039,9700,4712,us-west,8,16,GCP,n2-standard-8,0.3976,High,286.27
Social Media,469028,12413,2147,asia-south,16,32,AWS,c5.2xlarge,0.3498,High,251.86
E-Commerce,48370,4766,464,us-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,59536,439,266,us-west,4,8,Azure,D4s_v3,0.1902,High,136.94
News Portal,137760,3603,165,us-west,8,16,Azure,F4s_v2,0.1649,High,118.73
Banking,83279,2946,983,us-west,4,8,AWS,m5.xlarge,0.1914,High,137.81
E-Commerce,69580,2967,311,asia-south,4,8,Azure,D4s_v3,0.1925,High,138.6
CRM,75955,1494,136,us-east,4,8,AWS,m5.xlarge,0.1937,High,139.46
News Portal,115615,3179,131,us-east,8,16,Azure,F4s_v2,0.1665,High,119.88
News Portal,80506,1656,178,asia-south,4,8,AWS,m5.xlarge,0.1893,High,136.3
CRM,20552,369,257,us-east,2,4,GCP,e2-medium,0.0332,Medium,23.9
Healthcare,48554,304,169,us-east,4,8,AWS,m5.xlarge,0.1933,Medium,139.18
Portfolio,1907,7,1,us-east,1,2,AWS,t3.small,0.0204,Low,14.69
CRM,53824,1509,108,us-west,4,8,AWS,m5.xlarge,0.1975,High,142.2
ERP,29070,1468,167,us-east,2,4,GCP,e2-medium,0.0335,Medium,24.12
Blog,5840,101,9,us-west,2,4,GCP,e2-medium,0.0325,Medium,23.4
Portfolio,763,26,8,asia-south,1,2,AWS,t3.small,0.0207,Low,14.9
Social Media,127002,14948,2775,us-east,8,16,AWS,c5.2xlarge,0.3452,High,248.54
E-Commerce,94390,1022,195,us-west,4,8,GCP,n2-standard-4,0.1909,High,137.45
CRM,73132,1274,207,asia-south,4,8,AWS,m5.xlarge,0.1901,High,136.87
Healthcare,81865,2739,466,us-west,4,8,AWS,m5.xlarge,0.1914,High,137.81
E-Commerce,70481,2019,266,asia-south,4,8,Azure,D4s_v3,0.1865,High,134.28
Banking,198576,2897,758,us-west,8,16,GCP,n2-standard-8,0.3983,High,286.78
E-Commerce,5834,1262,237,asia-south,2,4,AWS,t3.medium,0.0427,Medium,30.74
Social Media,407316,6495,2010,us-west,16,32,AWS,c5.2xlarge,0.3358,High,241.78
ERP,28243,2653,211,us-west,2,4,GCP,e2-medium,0.0339,Medium,24.41
E-Commerce,97742,4651,463,us-east,4,8,AWS,m5.xlarge,0.1959,High,141.05
Blog,2690,68,9,us-west,1,2,AWS,t3.small,0.0213,Low,15.34
ERP,47542,529,420,us-east,4,8,GCP,n2-standard-4,0.1972,Medium,141.98
News Portal,29275,683,146,asia-south,2,4,AWS,t3.medium,0.0425,Medium,30.6
Portfolio,1913,10,9,us-west,1,2,AWS,t3.small,0.0205,Low,14.76
Healthcare,39392,2205,181,us-east,4,8,AWS,m5.xlarge,0.195,Medium,140.4
Social Media,262842,12305,599,us-east,16,32,AWS,c5.2xlarge,0.3312,High,238.46
E-Commerce,66821,3509,315,us-east,4,8,Azure,D4s_v3,0.1877,High,135.14
Blog,7971,65,16,us-east,2,4,AWS,t3.medium,0.0406,Medium,29.23
Streaming,301699,17212,3128,us-west,16,32,Azure,F4s_v2,0.1644,High,118.37
Streaming,344671,10704,4463,us-west,16,32,Azure,F4s_v2,0.1652,High,118.94
Healthcare,25284,2539,116,asia-south,2,4,AWS,t3.medium,0.041,Medium,29.52
E-Commerce,86082,939,311,asia-south,4,8,GCP,n2-standard-4,0.1975,High,142.2
Banking,110247,2475,847,us-west,8,16,GCP,n2-standard-8,0.3847,High,276.98
Healthcare,11959,2450,193,us-west,2,4,GCP,e2-medium,0.0329,Medium,23.69
Banking,41701,4340,279,us-west,4,8,Azure,D4s_v3,0.1867,Medium,134.42
Banking,190219,2261,303,us-east,8,16,GCP,n2-standard-8,0.3946,High,284.11
ERP,58797,619,266,us-west,4,8,AWS,m5.xlarge,0.193,High,138.96
E-Commerce,25341,4923,340,asia-south,2,4,GCP,e2-medium,0.0325,Medium,23.4
News Portal,61124,3574,93,us-west,4,8,GCP,n2-standard-4,0.1905,High,137.16
Blog,7497,103,47,us-east,2,4,AWS,t3.medium,0.0427,Medium,30.74
News Portal,24755,2683,110,asia-south,2,4,AWS,t3.medium,0.0425,Medium,30.6
Social Media,95430,8748,1182,us-east,4,8,GCP,n2-standard-4,0.1918,High,138.1
Streaming,418296,10012,4925,us-east,16,32,AWS,c5.2xlarge,0.3437,High,247.46
Streaming,341474,12094,2685,us-east,16,32,GCP,n2-standard-8,0.3863,High,278.14
Blog,8513,185,34,asia-south,2,4,Azure,B2s,0.0506,Medium,36.43
Banking,67374,1823,927,us-west,4,8,Azure,D4s_v3,0.1906,High,137.23
CRM,37392,240,196,asia-south,4,8,AWS,m5.xlarge,0.1878,Medium,135.22
CRM,38278,1382,257,us-west,4,8,AWS,m5.xlarge,0.1944,Medium,139.97
Banking,170225,1454,284,us-west,8,16,GCP,n2-standard-8,0.3852,High,277.34
Banking,168232,4094,102,us-west,8,16,GCP,n2-standard-8,0.3945,High,284.04
News Portal,50699,3805,67,us-east,4,8,Azure,D4s_v3,0.1933,High,139.18
Portfolio,778,20,10,us-east,1,2,AWS,t3.small,0.0207,Low,14.9
Social Media,497449,17308,960,us-east,16,32,GCP,n2-standard-8,0.3854,High,277.49
Banking,195576,3177,241,us-west,8,16,Azure,F4s_v2,0.1678,High,120.82
Social Media,499713,18004,1495,us-east,16,32,GCP,n2-standard-8,0.3994,High,287.57
E-Commerce,8680,1007,118,asia-south,2,4,GCP,e2-medium,0.0324,Medium,23.33
Streaming,258211,3778,4989,us-west,16,32,Azure,F4s_v2,0.1657,High,119.3
E-Commerce,9935,564,185,us-east,2,4,AWS,t3.medium,0.0405,Medium,29.16
Social Media,276348,16256,2624,us-east,16,32,GCP,n2-standard-8,0.399,High,287.28
Social Media,472787,19642,2295,us-west,16,32,AWS,c5.2xlarge,0.3389,High,244.01
ERP,107568,2606,282,asia-south,8,16,AWS,c5.2xlarge,0.3329,High,239.69
ERP,113375,749,484,asia-south,8,16,AWS,c5.2xlarge,0.3466,High,249.55
Portfolio,513,6,5,asia-south,1,2,AWS,t3.small,0.0207,Low,14.9
ERP,111672,835,393,us-west,8,16,GCP,n2-standard-8,0.3834,High,276.05
News Portal,89078,1096,167,asia-south,4,8,AWS,m5.xlarge,0.1919,High,138.17
Streaming,487876,7341,2220,us-west,16,32,GCP,n2-standard-8,0.3779,High,272.09
News Portal,29528,387,88,us-east,2,4,GCP,e2-medium,0.0327,Medium,23.54
News Portal,48903,3052,56,us-east,4,8,Azure,D4s_v3,0.1922,Medium,138.38
CRM,31062,1178,120,us-east,4,8,GCP,n2-standard-4,0.1989,Medium,143.21
Social Media,121109,2857,1304,us-west,8,16,Azure,F4s_v2,0.1657,High,119.3
Portfolio,1280,31,8,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
ERP,141036,880,411,asia-south,8,16,AWS,c5.2xlarge,0.3306,High,238.03
Blog,2878,121,8,us-east,1,2,Azure,B2s,0.0497,Low,35.78
E-Commerce,24895,1146,156,us-east,2,4,Azure,B2s,0.0513,Medium,36.94
Blog,8042,124,34,us-east,2,4,AWS,t3.medium,0.042,Medium,30.24
E-Commerce,12012,1143,360,us-west,2,4,AWS,t3.medium,0.0415,Medium,29.88
Blog,2399,48,29,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Blog,2621,66,7,asia-south,1,2,Azure,B2s,0.0503,Low,36.22
News Portal,13366,3857,84,us-east,2,4,GCP,e2-medium,0.0326,Medium,23.47
Streaming,396930,19339,4085,us-east,16,32,AWS,c5.2xlarge,0.3352,High,241.34
ERP,61891,1376,118,asia-south,4,8,AWS,m5.xlarge,0.1865,High,134.28
News Portal,55448,3734,147,asia-south,4,8,Azure,D4s_v3,0.1885,High,135.72
ERP,13515,1232,333,us-west,2,4,Azure,B2s,0.05,Medium,36.0
CRM,73287,412,88,us-west,4,8,Azure,D4s_v3,0.1974,High,142.13
CRM,28086,405,73,asia-south,2,4,Azure,B2s,0.0498,Medium,35.86
Portfolio,1717,40,7,us-west,1,2,Azure,B2s,0.0494,Low,35.57
Social Media,93720,12047,535,us-east,4,8,GCP,n2-standard-4,0.1933,High,139.18
Streaming,120587,6919,2848,us-west,8,16,AWS,c5.2xlarge,0.3437,High,247.46
E-Commerce,7243,1786,408,asia-south,2,4,GCP,e2-medium,0.034,Medium,24.48
Streaming,233487,14468,1040,us-east,8,16,GCP,n2-standard-8,0.3779,High,272.09
Portfolio,1749,18,10,asia-south,1,2,GCP,e2-small,0.0172,Low,12.38
Streaming,117215,18271,639,asia-south,8,16,AWS,c5.2xlarge,0.3392,High,244.22
Blog,4249,136,12,us-west,2,4,Azure,B2s,0.0498,Low,35.86
CRM,30002,1068,289,us-west,4,8,AWS,m5.xlarge,0.1952,Medium,140.54
Social Media,191252,18682,2001,us-west,8,16,AWS,c5.2xlarge,0.3316,High,238.75
CRM,22083,634,266,us-west,2,4,GCP,e2-medium,0.0321,Medium,23.11
CRM,14823,1720,249,us-east,2,4,Azure,B2s,0.051,Medium,36.72
Portfolio,388,35,1,asia-south,1,2,Azure,B2s,0.0508,Low,36.58
Blog,6428,177,15,us-west,2,4,GCP,e2-medium,0.0329,Medium,23.69
ERP,139723,1638,130,us-east,8,16,AWS,c5.2xlarge,0.338,High,243.36
News Portal,21126,3829,71,us-west,2,4,GCP,e2-medium,0.0332,Medium,23.9
Healthcare,82438,291,311,us-east,4,8,Azure,D4s_v3,0.1967,High,141.62
E-Commerce,21578,2505,321,asia-south,2,4,GCP,e2-medium,0.0336,Medium,24.19
Blog,6109,101,21,us-west,2,4,AWS,t3.medium,0.0418,Medium,30.1
E-Commerce,94712,262,163,us-west,4,8,AWS,m5.xlarge,0.1956,High,140.83
CRM,9244,711,65,asia-south,2,4,AWS,t3.medium,0.0421,Medium,30.31
Portfolio,1361,28,7,us-west,1,2,Azure,B2s,0.0493,Low,35.5
News Portal,123351,3219,158,us-west,8,16,GCP,n2-standard-8,0.3903,High,281.02
CRM,13504,959,163,us-west,2,4,Azure,B2s,0.0486,Medium,34.99
Streaming,245019,11340,3982,asia-south,8,16,GCP,n2-standard-8,0.3866,High,278.35
E-Commerce,37256,2258,295,asia-south,4,8,Azure,D4s_v3,0.1896,Medium,136.51
Blog,2742,84,34,us-east,1,2,GCP,e2-small,0.0174,Low,12.53
Portfolio,326,7,9,us-west,1,2,AWS,t3.small,0.0214,Low,15.41
Blog,8924,51,7,asia-south,2,4,Azure,B2s,0.0499,Medium,35.93
Portfolio,1750,31,9,us-east,1,2,Azure,B2s,0.0497,Low,35.78
Blog,7861,122,22,us-west,2,4,AWS,t3.medium,0.0426,Medium,30.67
Blog,8511,61,32,us-east,2,4,AWS,t3.medium,0.0424,Medium,30.53
Portfolio,1214,5,9,asia-south,1,2,GCP,e2-small,0.0168,Low,12.1
Streaming,284755,5519,1713,us-west,16,32,Azure,F4s_v2,0.1696,High,122.11
Portfolio,1878,11,6,us-east,1,2,Azure,B2s,0.0497,Low,35.78
Portfolio,1049,10,4,us-west,1,2,AWS,t3.small,0.0205,Low,14.76
Portfolio,936,33,2,asia-south,1,2,Azure,B2s,0.0506,Low,36.43
Portfolio,1046,50,4,asia-south,1,2,Azure,B2s,0.0502,Low,36.14
Blog,1283,93,28,us-west,1,2,GCP,e2-small,0.0172,Low,12.38
CRM,69491,814,101,us-west,4,8,Azure,D4s_v3,0.1906,High,137.23
Healthcare,27935,667,460,asia-south,2,4,GCP,e2-medium,0.0333,Medium,23.98
Portfolio,135,41,7,asia-south,1,2,GCP,e2-small,0.0172,Low,12.38
Streaming,328759,19305,3410,us-east,16,32,GCP,n2-standard-8,0.3841,High,276.55
Healthcare,97197,1959,405,us-west,4,8,AWS,m5.xlarge,0.1969,High,141.77
Banking,17781,2175,223,us-east,2,4,AWS,t3.medium,0.0409,Medium,29.45
Portfolio,783,17,4,us-east,1,2,AWS,t3.small,0.021,Low,15.12
Healthcare,25523,2000,230,asia-south,2,4,Azure,B2s,0.0508,Medium,36.58
Healthcare,56593,1989,176,us-east,4,8,Azure,D4s_v3,0.1906,High,137.23
Streaming,356785,4099,4797,asia-south,16,32,GCP,n2-standard-8,0.3939,High,283.61
E-Commerce,96681,4091,59,us-west,4,8,AWS,m5.xlarge,0.1874,High,134.93
Portfolio,644,30,7,us-west,1,2,GCP,e2-small,0.0171,Low,12.31
Blog,5588,104,45,us-east,2,4,AWS,t3.medium,0.0423,Medium,30.46
